Unnamed: 0,Area,Item,Year,yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,temp_bin,rain_bin,yield_bin,rainfall_level,temp_level,yield_level,cluster
83,0,1,2010,66790,0.4732941910383859,-0.5965159694512479,-0.6373044051759701,medium,medium,low,Medium,Medium,Low,1
84,0,3,2010,231111,0.4732941910383859,-0.5965159694512479,-0.6373044051759701,medium,medium,medium,Medium,Medium,Medium,1
85,0,6,2010,16667,0.4732941910383859,-0.5965159694512479,-0.6373044051759701,medium,medium,low,Medium,Medium,Low,1
86,0,8,2010,39905,0.4732941910383859,-0.5965159694512479,-0.6373044051759701,medium,medium,low,Medium,Medium,Low,1
87,0,1,2011,59869,0.4732941910383859,-0.5966584031454093,-0.6483944995272574,medium,medium,low,Medium,Medium,Low,1
88,0,3,2011,242211,0.4732941910383859,-0.5966584031454093,-0.6483944995272574,medium,medium,medium,Medium,Medium,Medium,1
89,0,6,2011,18519,0.4732941910383859,-0.5966584031454093,-0.6483944995272574,medium,medium,low,Medium,Medium,Low,1
90,0,8,2011,42301,0.4732941910383859,-0.5966584031454093,-0.6483944995272574,medium,medium,low,Medium,Medium,Low,1
91,0,1,2012,67290,0.4732941910383859,-0.605604373271206,-0.6087870197012314,medium,medium,low,Medium,Medium,Low,1
92,0,3,2012,250538,0.4732941910383859,-0.605604373271206,-0.6087870197012314,medium,medium,medium,Medium,Medium,Medium,1
93,0,6,2012,13333,0.4732941910383859,-0.605604373271206,-0.6087870197012314,medium,medium,low,Medium,Medium,Low,1
94,0,8,2012,41096,0.4732941910383859,-0.605604373271206,-0.6087870197012314,medium,medium,low,Medium,Medium,Low,1
95,0,1,2013,69533,0.4732941910383859,-0.6020006673815739,-0.4963017769953174,medium,medium,low,Medium,Medium,Low,1
96,0,3,2013,260110,0.4732941910383859,-0.6020006673815739,-0.4963017769953174,medium,medium,medium,Medium,Medium,Medium,1
97,0,6,2013,10000,0.4732941910383859,-0.6020006673815739,-0.4963017769953174,medium,medium,low,Medium,Medium,Low,1
98,0,8,2013,41292,0.4732941910383859,-0.6020006673815739,-0.4963017769953174,medium,medium,low,Medium,Medium,Low,1
99,1,1,1990,16500,-1.4934581612843458,-0.5878807182624801,-0.4852116826440301,medium,low,low,Low,Medium,Low,1
100,1,3,1990,78936,-1.4934581612843458,-0.5878807182624801,-0.4852116826440301,medium,low,low,Low,Medium,Low,1
101,1,4,1990,28000,-1.4934581612843458,-0.5878807182624801,-0.4852116826440301,medium,low,low,Low,Medium,Low,1
102,1,5,1990,16571,-1.4934581612843458,-0.5878807182624801,-0.4852116826440301,medium,low,low,Low,Medium,Low,1
103,1,8,1990,6315,-1.4934581612843458,-0.5878807182624801,-0.4852116826440301,medium,low,low,Low,Medium,Low,1
104,1,1,1991,19231,-1.4934581612843458,-0.5773252807494963,-0.6784961841950368,medium,low,low,Low,Medium,Low,1
105,1,3,1991,90747,-1.4934581612843458,-0.5773252807494963,-0.6784961841950368,medium,low,low,Low,Medium,Low,1
106,1,4,1991,26786,-1.4934581612843458,-0.5773252807494963,-0.6784961841950368,medium,low,low,Low,Medium,Low,1
107,1,5,1991,24231,-1.4934581612843458,-0.5773252807494963,-0.6784961841950368,medium,low,low,Low,Medium,Low,1
108,1,8,1991,10809,-1.4934581612843458,-0.5773252807494963,-0.6784961841950368,medium,low,low,Low,Medium,Low,1
109,1,1,1992,22828,-1.4934581612843458,-0.5981120941036189,-0.6769118850019961,medium,low,low,Low,Medium,Low,1
110,1,3,1992,107917,-1.4934581612843458,-0.5981120941036189,-0.6769118850019961,medium,low,low,Low,Medium,Low,1
111,1,4,1992,24733,-1.4934581612843458,-0.5981120941036189,-0.6769118850019961,medium,low,low,Low,Medium,Low,1
112,1,5,1992,40000,-1.4934581612843458,-0.5981120941036189,-0.6769118850019961,medium,low,low,Low,Medium,Low,1
113,1,8,1992,9939,-1.4934581612843458,-0.5981120941036189,-0.6769118850019961,medium,low,low,Low,Medium,Low,1
114,1,1,1993,12500,-1.4934581612843458,-0.6013407023607346,-0.5612580439100001,medium,low,low,Low,Medium,Low,1
115,1,3,1993,111215,-1.4934581612843458,-0.6013407023607346,-0.5612580439100001,medium,low,low,Low,Medium,Low,1
116,1,4,1993,23111,-1.4934581612843458,-0.6013407023607346,-0.5612580439100001,medium,low,low,Low,Medium,Low,1
117,1,5,1993,50000,-1.4934581612843458,-0.6013407023607346,-0.5612580439100001,medium,low,low,Low,Medium,Low,1
118,1,8,1993,8097,-1.4934581612843458,-0.6013407023607346,-0.5612580439100001,medium,low,low,Low,Medium,Low,1
119,1,1,1994,4512,-1.4934581612843458,-0.59745246265115,-0.4218397149223887,medium,low,low,Low,Medium,Low,1
120,1,3,1994,95078,-1.4934581612843458,-0.59745246265115,-0.4218397149223887,medium,low,low,Low,Medium,Low,1
121,1,4,1994,21374,-1.4934581612843458,-0.59745246265115,-0.4218397149223887,medium,low,low,Low,Medium,Low,1
122,1,8,1994,7999,-1.4934581612843458,-0.59745246265115,-0.4218397149223887,medium,low,low,Low,Medium,Low,1
123,1,1,1995,16115,-1.4934581612843458,-0.5734010156559083,-0.5042232729605227,medium,low,low,Low,Medium,Low,1
124,1,3,1995,136768,-1.4934581612843458,-0.5734010156559083,-0.5042232729605227,medium,low,low,Low,Medium,Low,1
125,1,4,1995,19598,-1.4934581612843458,-0.5734010156559083,-0.5042232729605227,medium,low,low,Low,Medium,Low,1
126,1,5,1995,12667,-1.4934581612843458,-0.5734010156559083,-0.5042232729605227,medium,low,low,Low,Medium,Low,1
127,1,8,1995,8924,-1.4934581612843458,-0.5734010156559083,-0.5042232729605227,medium,low,low,Low,Medium,Low,1
128,1,1,1996,17154,-1.4934581612843458,-0.6103824066088366,-0.5992812245429848,medium,low,low,Low,Medium,Low,1
129,1,3,1996,134629,-1.4934581612843458,-0.6103824066088366,-0.5992812245429848,medium,low,low,Low,Medium,Low,1
130,1,4,1996,17861,-1.4934581612843458,-0.6103824066088366,-0.5992812245429848,medium,low,low,Low,Medium,Low,1
131,1,5,1996,14750,-1.4934581612843458,-0.6103824066088366,-0.5992812245429848,medium,low,low,Low,Medium,Low,1
132,1,8,1996,13090,-1.4934581612843458,-0.6103824066088366,-0.5992812245429848,medium,low,low,Low,Medium,Low,1
133,1,1,1997,21417,-1.4934581612843458,-0.6116924963835882,-0.4281769116945528,medium,low,low,Low,Medium,Low,1
134,1,3,1997,141042,-1.4934581612843458,-0.6116924963835882,-0.4281769116945528,medium,low,low,Low,Medium,Low,1
135,1,4,1997,15000,-1.4934581612843458,-0.6116924963835882,-0.4281769116945528,medium,low,low,Low,Medium,Low,1
136,1,5,1997,40000,-1.4934581612843458,-0.6116924963835882,-0.4281769116945528,medium,low,low,Low,Medium,Low,1
137,1,8,1997,8016,-1.4934581612843458,-0.6116924963835882,-0.4281769116945528,medium,low,low,Low,Medium,Low,1
138,1,1,1998,17222,-1.4934581612843458,-0.6129997508271916,-0.5390778552074255,medium,low,low,Low,Medium,Low,1
139,1,3,1998,160256,-1.4934581612843458,-0.6129997508271916,-0.5390778552074255,medium,low,low,Low,Medium,Low,1
140,1,4,1998,15000,-1.4934581612843458,-0.6129997508271916,-0.5390778552074255,medium,low,low,Low,Medium,Low,1
141,1,5,1998,24500,-1.4934581612843458,-0.6129997508271916,-0.5390778552074255,medium,low,low,Low,Medium,Low,1
142,1,8,1998,8847,-1.4934581612843458,-0.6129997508271916,-0.5390778552074255,medium,low,low,Low,Medium,Low,1
143,1,1,1999,22375,-1.4934581612843458,-0.6074690204617502,-0.4075810221850194,medium,low,low,Low,Medium,Low,1
144,1,3,1999,153532,-1.4934581612843458,-0.6074690204617502,-0.4075810221850194,medium,low,low,Low,Medium,Low,1
145,1,4,1999,13942,-1.4934581612843458,-0.6074690204617502,-0.4075810221850194,medium,low,low,Low,Medium,Low,1
146,1,5,1999,27000,-1.4934581612843458,-0.6074690204617502,-0.4075810221850194,medium,low,low,Low,Medium,Low,1
147,1,8,1999,10711,-1.4934581612843458,-0.6074690204617502,-0.4075810221850194,medium,low,low,Low,Medium,Low,1
148,1,1,2000,36186,-1.4934581612843458,-0.6083159505541995,-0.4186711165363067,medium,low,low,Low,Medium,Low,1
149,1,3,2000,166143,-1.4934581612843458,-0.6083159505541995,-0.4186711165363067,medium,low,low,Low,Medium,Low,1
150,1,4,2000,13052,-1.4934581612843458,-0.6083159505541995,-0.4186711165363067,medium,low,low,Low,Medium,Low,1
151,1,5,2000,69500,-1.4934581612843458,-0.6083159505541995,-0.4186711165363067,medium,low,low,Low,Medium,Low,1
152,1,8,2000,9194,-1.4934581612843458,-0.6083159505541995,-0.4186711165363067,medium,low,low,Low,Medium,Low,1
153,1,1,2001,27175,-1.4934581612843458,-0.6065406996869229,-0.3822322350963628,medium,low,low,Low,Medium,Low,1
154,1,3,2001,147018,-1.4934581612843458,-0.6065406996869229,-0.3822322350963628,medium,low,low,Low,Medium,Low,1
155,1,4,2001,12314,-1.4934581612843458,-0.6065406996869229,-0.3822322350963628,medium,low,low,Low,Medium,Low,1
156,1,5,2001,27750,-1.4934581612843458,-0.6065406996869229,-0.3822322350963628,medium,low,low,Low,Medium,Low,1
157,1,8,2001,11104,-1.4934581612843458,-0.6065406996869229,-0.3822322350963628,medium,low,low,Low,Medium,Low,1
158,1,1,2002,33480,-1.4934581612843458,-0.6047654488196463,-0.4265926125015115,medium,low,low,Low,Medium,Low,1
159,1,3,2002,183774,-1.4934581612843458,-0.6047654488196463,-0.4265926125015115,medium,low,medium,Low,Medium,Medium,1
160,1,4,2002,12959,-1.4934581612843458,-0.6047654488196463,-0.4265926125015115,medium,low,low,Low,Medium,Low,1
161,1,5,2002,33900,-1.4934581612843458,-0.6047654488196463,-0.4265926125015115,medium,low,low,Low,Medium,Low,1
162,1,8,2002,10739,-1.4934581612843458,-0.6047654488196463,-0.4265926125015115,medium,low,low,Low,Medium,Low,1
163,1,1,2004,31729,-1.4934581612843458,-0.5558758338275713,-0.5010546745744408,medium,low,low,Low,Medium,Low,1
164,1,3,2004,203585,-1.4934581612843458,-0.5558758338275713,-0.5010546745744408,medium,low,medium,Low,Medium,Medium,1
165,1,4,2004,12829,-1.4934581612843458,-0.5558758338275713,-0.5010546745744408,medium,low,low,Low,Medium,Low,1
166,1,5,2004,43316,-1.4934581612843458,-0.5558758338275713,-0.5010546745744408,medium,low,low,Low,Medium,Low,1
167,1,8,2004,13582,-1.4934581612843458,-0.5558758338275713,-0.5010546745744408,medium,low,low,Low,Medium,Low,1
168,1,1,2005,33864,-1.4934581612843458,-0.5572933326175923,-0.5311563592422202,medium,low,low,Low,Medium,Low,1
169,1,3,2005,216267,-1.4934581612843458,-0.5572933326175923,-0.5311563592422202,medium,low,medium,Low,Medium,Medium,1
170,1,4,2005,12998,-1.4934581612843458,-0.5572933326175923,-0.5311563592422202,medium,low,low,Low,Medium,Low,1
171,1,5,2005,33486,-1.4934581612843458,-0.5572933326175923,-0.5311563592422202,medium,low,low,Low,Medium,Low,1
172,1,8,2005,15057,-1.4934581612843458,-0.5572933326175923,-0.5311563592422202,medium,low,low,Low,Medium,Low,1
173,1,1,2006,65668,-1.4934581612843458,-0.5498239028833776,-0.3822322350963628,medium,low,low,Low,Medium,Low,1
174,1,3,2006,220689,-1.4934581612843458,-0.5498239028833776,-0.3822322350963628,medium,low,medium,Low,Medium,Medium,1
175,1,4,2006,12769,-1.4934581612843458,-0.5498239028833776,-0.3822322350963628,medium,low,low,Low,Medium,Low,1
176,1,5,2006,56728,-1.4934581612843458,-0.5498239028833776,-0.3822322350963628,medium,low,low,Low,Medium,Low,1
177,1,8,2006,15068,-1.4934581612843458,-0.5498239028833776,-0.3822322350963628,medium,low,low,Low,Medium,Low,1
178,1,1,2007,85625,-1.4934581612843458,-0.5284743596883879,-0.4947174778022761,medium,low,low,Low,Medium,Low,1
179,1,3,2007,189927,-1.4934581612843458,-0.5284743596883879,-0.4947174778022761,medium,low,medium,Low,Medium,Medium,1
180,1,4,2007,13375,-1.4934581612843458,-0.5284743596883879,-0.4947174778022761,medium,low,low,Low,Medium,Low,1
181,1,5,2007,119059,-1.4934581612843458,-0.5284743596883879,-0.4947174778022761,medium,low,low,Low,Medium,Low,1
182,1,8,2007,12742,-1.4934581612843458,-0.5284743596883879,-0.4947174778022761,medium,low,low,Low,Medium,Low,1
183,1,1,2008,44714,-1.4934581612843458,-0.4256464056340264,-0.4741215882927428,medium,low,low,Low,Medium,Low,1
184,1,3,2008,236393,-1.4934581612843458,-0.4256464056340264,-0.4741215882927428,medium,low,medium,Low,Medium,Medium,1
185,1,4,2008,13952,-1.4934581612843458,-0.4256464056340264,-0.4741215882927428,medium,low,low,Low,Medium,Low,1
186,1,5,2008,61786,-1.4934581612843458,-0.4256464056340264,-0.4741215882927428,medium,low,low,Low,Medium,Low,1
187,1,8,2008,11038,-1.4934581612843458,-0.4256464056340264,-0.4741215882927428,medium,low,low,Low,Medium,Low,1
188,1,1,2009,30914,-1.4934581612843458,-0.553872255410755,-0.4376827068527988,medium,low,low,Low,Medium,Low,1
189,1,3,2009,250764,-1.4934581612843458,-0.553872255410755,-0.4376827068527988,medium,low,medium,Low,Medium,Medium,1
190,1,4,2009,14594,-1.4934581612843458,-0.553872255410755,-0.4376827068527988,medium,low,low,Low,Medium,Low,1
191,1,5,2009,90465,-1.4934581612843458,-0.553872255410755,-0.4376827068527988,medium,low,low,Low,Medium,Low,1
192,1,8,2009,15975,-1.4934581612843458,-0.553872255410755,-0.4376827068527988,medium,low,low,Low,Medium,Low,1
193,1,1,2010,25827,-1.4934581612843458,-0.5967709824704198,-0.4677843915205787,medium,low,low,Low,Medium,Low,1
194,1,3,2010,270526,-1.4934581612843458,-0.5967709824704198,-0.4677843915205787,medium,low,medium,Low,Medium,Medium,1
195,1,4,2010,15305,-1.4934581612843458,-0.5967709824704198,-0.4677843915205787,medium,low,low,Low,Medium,Low,1
196,1,5,2010,30286,-1.4934581612843458,-0.5967709824704198,-0.4677843915205787,medium,low,low,Low,Medium,Low,1
197,1,8,2010,14838,-1.4934581612843458,-0.5967709824704198,-0.4677843915205787,medium,low,low,Low,Medium,Low,1
198,1,1,2011,23374,-1.4934581612843458,-0.3871919767574054,-0.4360984076597581,medium,low,low,Low,Medium,Low,1
199,1,3,2011,292806,-1.4934581612843458,-0.3871919767574054,-0.4360984076597581,medium,low,medium,Low,Medium,Medium,1
200,1,4,2011,16081,-1.4934581612843458,-0.3871919767574054,-0.4360984076597581,medium,low,low,Low,Medium,Low,1
201,1,5,2011,100000,-1.4934581612843458,-0.3871919767574054,-0.4360984076597581,medium,low,low,Low,Medium,Low,1
202,1,8,2011,17405,-1.4934581612843458,-0.3871919767574054,-0.4360984076597581,medium,low,low,Low,Medium,Low,1
203,1,1,2012,25583,-1.4934581612843458,-0.3285173004037888,-0.4170868173432654,medium,low,low,Low,Medium,Low,1
204,1,3,2012,304291,-1.4934581612843458,-0.3285173004037888,-0.4170868173432654,medium,low,medium,Low,Medium,Medium,1
205,1,4,2012,16667,-1.4934581612843458,-0.3285173004037888,-0.4170868173432654,medium,low,low,Low,Medium,Low,1
206,1,5,2012,206000,-1.4934581612843458,-0.3285173004037888,-0.4170868173432654,medium,low,medium,Low,Medium,Medium,1
207,1,8,2012,17639,-1.4934581612843458,-0.3285173004037888,-0.4170868173432654,medium,low,low,Low,Medium,Low,1
208,1,1,2013,33649,-1.4934581612843458,-0.3302036553003533,-0.4582785963623327,medium,low,low,Low,Medium,Low,1
209,1,3,2013,303218,-1.4934581612843458,-0.3302036553003533,-0.4582785963623327,medium,low,medium,Low,Medium,Medium,1
210,1,4,2013,17778,-1.4934581612843458,-0.3302036553003533,-0.4582785963623327,medium,low,low,Low,Medium,Low,1
211,1,5,2013,60000,-1.4934581612843458,-0.3302036553003533,-0.4582785963623327,medium,low,low,Low,Medium,Low,1
212,1,8,2013,19100,-1.4934581612843458,-0.3302036553003533,-0.4582785963623327,medium,low,low,Low,Medium,Low,1
213,2,0,1990,41177,-0.1959087941717126,-0.6173167926769273,0.5667629815352204,high,low,low,Low,High,Low,0
214,2,1,1990,2736,-0.1959087941717126,-0.6173167926769273,0.5667629815352204,high,low,low,Low,High,Low,0
215,2,3,1990,40000,-0.1959087941717126,-0.6173167926769273,0.5667629815352204,high,low,low,Low,High,Low,0
216,2,4,1990,9512,-0.1959087941717126,-0.6173167926769273,0.5667629815352204,high,low,low,Low,High,Low,0
217,2,7,1990,89342,-0.1959087941717126,-0.6173167926769273,0.5667629815352204,high,low,low,Low,High,Low,0
218,2,8,1990,7995,-0.1959087941717126,-0.6173167926769273,0.5667629815352204,high,low,low,Low,High,Low,0
219,2,0,1991,40295,-0.1959087941717126,-0.6170666163991262,0.5509199896048098,high,low,low,Low,High,Low,0
220,2,1,1991,4013,-0.1959087941717126,-0.6170666163991262,0.5509199896048098,high,low,low,Low,High,Low,0
221,2,3,1991,40000,-0.1959087941717126,-0.6170666163991262,0.5509199896048098,high,low,low,Low,High,Low,0
222,2,4,1991,10000,-0.1959087941717126,-0.6170666163991262,0.5509199896048098,high,low,low,Low,High,Low,0
223,2,7,1991,83001,-0.1959087941717126,-0.6170666163991262,0.5509199896048098,high,low,low,Low,High,Low,0
224,2,8,1991,8000,-0.1959087941717126,-0.6170666163991262,0.5509199896048098,high,low,low,Low,High,Low,0
